building_id,mean_temp,std_temp,pct_above_18,pct_below_15
29257,15.36611270904541,6.558147430419922,41.831189232794124,45.58654948414215
29262,8.096471786499023,5.014603614807129,8.13968204519125,87.68776954604309
29270,7.6153244972229,4.903385162353516,7.6035726901145475,88.99429782509966
29284,8.020926475524902,5.113053798675537,8.410453693435528,87.31562263854677
29291,15.571535110473633,6.960183143615723,42.83603964081329,47.723677476387664
29292,15.53205680847168,7.148275375366211,43.957671706877754,47.28515902734986
29300,7.32705020904541,4.6173319816589355,6.516799220905697,90.54536601201104
29311,14.382245063781738,7.043556213378906,38.1344563687544,52.60929802955665
29314,12.899229049682617,7.152225494384766,29.76360411800329,62.86119041439571
29321,8.00710391998291,5.115124702453613,8.43843517594888,87.26827389359117
29336,15.709421157836914,6.819593906402588,45.4530158053552,43.9420283352216
29338,15.200663566589355,7.146097183227539,40.90570021919506,49.59775984943251
29341,16.226322174072266,7.010760307312012,47.732540039434085,43.390178375822984
29342,15.45935344696045,7.0233869552612305,42.443220842112616,48.32660093361116
29355,14.072659492492676,7.564631462097168,37.3043627816316,55.230178295018064
29356,16.01597023010254,7.008859634399414,47.868262799977515,43.48788849547575
29378,13.763689994812012,7.370969772338867,34.696558648238735,57.91233204451755
29380,14.726693153381348,6.899999618530273,38.435920244733246,51.9363867132412
29387,7.819146633148193,5.03050422668457,7.94104665220979,87.75931221094245
29399,7.93172550201416,5.021482944488525,8.027964805656518,87.84980833780213
29421,7.3179450035095215,4.657778263092041,6.624062798772204,90.4574045186937
29424,13.160680770874023,7.357878684997559,31.54073448712537,61.2169088825906
29425,14.294398307800293,7.41106653213501,38.00775744877215,54.50917299609633
29426,15.015021324157715,7.456714153289795,41.95749609709422,50.324822480737275
29443,12.376522064208984,6.4028449058532715,23.73078656185851,65.52220497671857
29444,12.255022048950195,6.975959300994873,26.80492647917667,64.40501992135283
29445,15.305045127868652,7.011199474334717,42.434284747292416,47.88470216606498
29449,14.430746078491211,7.494348049163818,38.892988022332084,53.30677094862146
29452,16.554256439208984,7.1436614990234375,49.76342096837312,41.51102256691214
29458,17.1361141204834,6.605663299560547,52.4484164573123,37.140150735142704
29463,16.262033462524414,7.590482234954834,49.46042511960273,43.31254163386423
29469,16.594411849975586,7.349211692810059,51.194933073490944,40.99440996974204
29471,13.255305290222168,6.8909831047058105,30.523485687173814,58.26635802912886
29474,15.948923110961914,6.965079307556152,46.07282999092501,43.90505770926799
29476,16.521221160888672,7.310304164886475,50.58434158523871,41.2227529520161
29478,17.337087631225586,7.2345452308654785,56.06777591207449,36.16496209230143
